nodes,connection
"(869, 909)",0
"(720, 1354)",0
"(1101, 1466)",0
"(912, 1573)",0
"(644, 714)",0
"(507, 609)",0
"(625, 960)",0
"(372, 1374)",0
"(609, 1492)",0
"(825, 1414)",0
"(1101, 1304)",0
"(958, 1047)",0
"(337, 738)",0
"(592, 1076)",0
"(312, 874)",0
"(1037, 1402)",0
"(686, 1109)",0
"(321, 804)",0
"(1376, 1488)",0
"(877, 912)",0
"(361, 1079)",0
"(933, 1311)",0
"(1290, 1419)",0
"(633, 756)",0
"(525, 999)",0
"(1342, 1469)",0
"(1293, 1538)",0
"(741, 1200)",0
"(1126, 1590)",0
"(1258, 1486)",0
"(416, 513)",0
"(730, 1230)",0
"(441, 1350)",0
"(490, 817)",0
"(998, 1477)",0
"(748, 1055)",0
"(553, 871)",0
"(524, 1520)",0
"(313, 415)",0
"(441, 1294)",0
"(436, 538)",0
"(966, 1516)",0
"(611, 1352)",0
"(1188, 1472)",0
"(462, 974)",0
"(1127, 1535)",0
"(575, 1128)",0
"(937, 1393)",0
"(1421, 1573)",0
"(1229, 1534)",0
"(632, 1061)",0
"(946, 1377)",0
"(306, 668)",0
"(871, 1340)",0
"(873, 1144)",0
"(735, 1378)",0
"(898, 1272)",0
"(919, 1488)",0
"(1197, 1244)",0
"(653, 773)",0
"(468, 1559)",0
"(694, 1140)",0
"(713, 1387)",0
"(508, 1024)",0
"(483, 1475)",0
"(1360, 1599)",0
"(657, 1536)",0
"(697, 756)",0
"(1291, 1521)",0
"(1219, 1571)",0
"(1003, 1267)",0
"(360, 798)",0
"(400, 1402)",0
"(967, 1297)",0
"(802, 1388)",0
"(337, 501)",0
"(461, 1456)",0
"(654, 1238)",0
"(402, 1424)",0
"(981, 1109)",0
"(1265, 1439)",0
"(1003, 1069)",0
"(553, 1395)",0
"(1089, 1133)",0
"(1249, 1281)",0
"(648, 1188)",0
"(577, 1244)",0
"(721, 1274)",0
"(365, 1496)",0
"(866, 1078)",0
"(915, 1145)",0
"(494, 1014)",0
"(853, 932)",0
"(931, 1348)",0
"(1274, 1284)",0
"(962, 1015)",0
"(388, 1538)",0
"(447, 1589)",0
"(350, 1226)",0
"(1213, 1355)",0
"(1257, 1500)",0
"(418, 669)",0
"(628, 1003)",0
"(797, 815)",0
"(895, 952)",0
"(477, 1556)",0
"(364, 522)",0
"(863, 1012)",0
"(940, 1104)",0
"(949, 1272)",0
"(854, 1146)",0
"(780, 1426)",0
"(425, 1334)",0
"(1322, 1352)",0
"(611, 877)",0
"(443, 1162)",0
"(360, 1438)",0
"(977, 1160)",0
"(471, 1557)",0
"(863, 877)",0
"(1355, 1463)",0
"(555, 604)",0
"(895, 1202)",0
"(1212, 1299)",0
"(644, 988)",0
"(1000, 1424)",0
"(343, 1035)",0
"(862, 1428)",0
"(384, 1345)",0
"(411, 1014)",0
"(954, 1597)",0
"(703, 812)",0
"(468, 1407)",0
"(893, 1093)",0
"(848, 1356)",0
"(415, 1322)",0
"(364, 994)",0
"(686, 1420)",0
"(397, 1374)",0
"(620, 700)",0
"(440, 1300)",0
"(1019, 1112)",0
"(420, 772)",0
"(356, 1347)",0
"(420, 1392)",0
"(846, 1209)",0
"(866, 921)",0
"(753, 1102)",0
"(528, 1519)",0
"(356, 580)",0
"(324, 530)",0
"(1018, 1401)",0
"(469, 571)",0
"(666, 985)",0
"(872, 1155)",0
"(375, 501)",0
"(450, 563)",0
"(823, 1409)",0
"(584, 1060)",0
"(893, 1310)",0
"(943, 1459)",0
"(957, 1117)",0
"(843, 1365)",0
"(1164, 1561)",0
"(357, 865)",0
"(701, 957)",0
"(421, 1544)",0
"(602, 1524)",0
"(589, 700)",0
"(697, 1572)",0
"(600, 727)",0
"(1095, 1123)",0
"(843, 1592)",0
"(1387, 1492)",0
"(1052, 1270)",0
"(674, 701)",0
"(678, 1157)",0
"(404, 903)",0
"(806, 1251)",0
"(676, 1365)",0
"(322, 575)",0
"(1336, 1485)",0
"(448, 1397)",0
"(1125, 1555)",0
"(700, 1377)",0
"(606, 1038)",0
"(633, 1420)",0
"(383, 531)",0
"(326, 987)",0
"(478, 847)",0
"(437, 1130)",0
"(369, 1235)",0
"(308, 1449)",0
"(1410, 1452)",0
"(531, 1196)",0
"(747, 1182)",0
"(793, 1175)",0
"(1022, 1214)",0
"(320, 907)",0
"(1083, 1235)",0
"(489, 1506)",0
"(553, 991)",0
"(410, 524)",0
"(1027, 1237)",0
"(391, 927)",0
"(1036, 1182)",0
"(645, 1518)",0
"(845, 1032)",0
"(915, 1116)",0
"(1138, 1224)",0
"(425, 621)",0
"(301, 1517)",0
"(358, 1103)",0
"(744, 1028)",0
"(679, 846)",0
"(455, 1202)",0
"(602, 1093)",0
"(404, 1598)",0
"(705, 717)",0
"(433, 732)",0
"(1101, 1267)",0
"(961, 1512)",0
"(510, 1146)",0
"(1122, 1309)",0
"(1330, 1466)",0
"(1325, 1569)",0
"(812, 1383)",0
"(1151, 1327)",0
"(874, 1286)",0
"(1197, 1253)",0
"(740, 944)",0
"(386, 490)",0
"(639, 1087)",0
"(1034, 1540)",0
"(785, 1114)",0
"(1312, 1337)",0
"(363, 1504)",0
"(940, 1391)",0
"(1468, 1524)",0
"(532, 1579)",0
"(851, 1174)",0
"(396, 1284)",0
"(455, 1371)",0
"(1201, 1522)",0
"(573, 1038)",0
"(585, 1063)",0
"(983, 1336)",0
"(444, 1202)",0
"(1000, 1054)",0
"(912, 1362)",0
"(1044, 1262)",0
"(519, 986)",0
"(845, 1325)",0
"(545, 1400)",0
"(508, 610)",0
"(1005, 1244)",0
"(370, 1157)",0
"(656, 1358)",0
"(578, 933)",0
"(1294, 1466)",0
"(497, 973)",0
"(701, 1034)",0
"(491, 1538)",0
"(391, 496)",0
"(600, 1035)",0
"(909, 1038)",0
"(628, 1398)",0
"(1106, 1326)",0
"(1069, 1410)",0
"(805, 837)",0
"(826, 1225)",0
"(753, 1253)",0
"(865, 1137)",0
"(474, 1550)",0
"(365, 731)",0
"(466, 1577)",0
"(637, 791)",0
"(884, 1262)",0
"(484, 1379)",0
"(477, 940)",0
"(1103, 1417)",0
"(846, 1305)",0
"(555, 1093)",0
"(1039, 1483)",0
"(500, 1133)",0
"(388, 896)",0
"(1148, 1239)",0
"(991, 1064)",0
"(646, 1049)",0
"(579, 1105)",0
"(823, 965)",0
"(733, 1598)",0
"(683, 1494)",0
"(673, 806)",0
"(1017, 1181)",0
"(561, 752)",0
"(506, 852)",0
"(757, 1582)",0
"(711, 779)",0
"(473, 913)",0
"(1351, 1572)",0
"(779, 1300)",0
"(676, 802)",0
"(333, 1353)",0
"(700, 1279)",0
"(358, 1121)",0
"(708, 1414)",0
"(1376, 1418)",0
"(376, 812)",0
"(865, 964)",0
"(1360, 1492)",0
"(842, 1192)",0
"(998, 1478)",0
"(358, 1436)",0
"(1045, 1311)",0
"(542, 1276)",0
"(1391, 1474)",0
"(1242, 1333)",0
"(858, 899)",0
"(692, 1343)",0
"(1032, 1123)",0
"(721, 1489)",0
"(1437, 1535)",0
"(1001, 1393)",0
"(814, 918)",0
"(378, 1356)",0
"(441, 933)",0
"(808, 1364)",0
"(579, 675)",0
"(376, 1145)",0
"(1017, 1044)",0
"(804, 883)",0
"(522, 1408)",0
"(385, 460)",0
"(506, 909)",0
"(839, 1164)",0
"(1321, 1590)",0
"(1209, 1589)",0
"(934, 1345)",0
"(680, 691)",0
"(316, 385)",0
"(881, 1275)",0
"(608, 1495)",0
"(675, 1195)",0
"(313, 859)",0
"(835, 948)",0
"(1144, 1329)",0
"(395, 1343)",0
"(1093, 1250)",0
"(345, 564)",0
"(990, 1415)",0
"(342, 536)",0
"(839, 1183)",0
"(777, 1125)",0
"(553, 1030)",0
"(767, 1411)",0
"(708, 1426)",0
"(1036, 1464)",0
"(964, 1565)",0
"(1248, 1417)",0
"(1110, 1310)",0
"(698, 1415)",0
"(359, 1560)",0
"(527, 687)",0
"(353, 759)",0
"(923, 1159)",0
"(720, 867)",0
"(716, 721)",0
"(1049, 1239)",0
"(472, 1330)",0
"(620, 1556)",0
"(706, 727)",0
"(830, 922)",0
"(568, 900)",0
"(881, 1216)",0
"(751, 1033)",0
"(807, 1238)",0
"(1380, 1421)",0
"(1082, 1142)",0
"(484, 733)",0
"(902, 995)",0
"(1291, 1538)",0
"(465, 1572)",0
"(584, 1516)",0
"(378, 1146)",0
"(989, 1503)",0
"(842, 1020)",0
"(350, 736)",0
"(392, 1163)",0
"(457, 1439)",0
"(649, 1490)",0
"(627, 929)",0
"(881, 1321)",0
"(1448, 1473)",0
"(916, 1036)",0
"(754, 886)",0
"(476, 1444)",0
"(317, 1230)",0
"(308, 586)",0
"(346, 763)",0
"(407, 810)",0
"(441, 1552)",0
"(435, 1546)",0
"(836, 920)",0
"(1047, 1088)",0
"(760, 1382)",0
"(1200, 1329)",0
"(878, 1239)",0
"(519, 1569)",0
"(1346, 1373)",0
"(433, 679)",0
"(801, 1005)",0
"(703, 722)",0
"(1260, 1461)",0
"(1023, 1316)",0
"(1483, 1485)",0
"(311, 721)",0
"(696, 1110)",0
"(310, 1102)",0
"(405, 524)",0
"(483, 1472)",0
"(376, 1433)",0
"(666, 1090)",0
"(896, 1560)",0
"(783, 973)",0
"(398, 1536)",0
"(756, 1269)",0
"(1060, 1439)",0
"(1097, 1380)",0
"(791, 1380)",0
"(356, 729)",0
"(342, 1430)",0
"(942, 1581)",0
"(516, 1149)",0
"(351, 463)",0
"(1135, 1157)",0
"(1182, 1473)",0
"(654, 923)",0
"(1244, 1512)",0
"(386, 1313)",0
"(327, 1081)",0
"(402, 1239)",0
"(818, 1121)",0
"(565, 594)",0
"(457, 732)",0
"(670, 1254)",0
"(451, 1004)",0
"(1062, 1346)",0
"(1053, 1063)",0
"(388, 802)",0
"(631, 1143)",0
"(901, 1546)",0
"(404, 717)",0
"(596, 614)",0
"(447, 874)",0
"(674, 1502)",0
"(1034, 1131)",0
"(780, 877)",0
"(1299, 1507)",0
"(707, 1286)",0
"(1108, 1557)",0
"(661, 1596)",0
"(486, 999)",0
"(584, 1381)",0
"(474, 1004)",0
"(1154, 1284)",0
"(414, 637)",0
"(312, 431)",0
"(544, 1393)",0
"(448, 719)",0
"(417, 845)",0
"(722, 975)",0
"(442, 1079)",0
"(555, 1305)",0
"(1238, 1401)",0
"(1299, 1339)",0
"(897, 1568)",0
"(798, 1109)",0
"(1138, 1248)",0
"(361, 699)",0
"(887, 1427)",0
"(1109, 1224)",0
"(854, 1379)",0
"(1109, 1119)",0
"(878, 1459)",0
"(444, 1127)",0
"(435, 1041)",0
"(1398, 1445)",0
"(1133, 1311)",0
"(961, 1114)",0
"(1345, 1380)",0
"(477, 730)",0
"(445, 1387)",0
"(631, 1147)",0
"(476, 691)",0
"(662, 865)",0
"(741, 1253)",0
"(1462, 1507)",0
"(702, 1460)",0
"(1059, 1468)",0
"(1033, 1434)",0
"(699, 1110)",0
"(636, 1191)",0
"(603, 908)",0
"(504, 522)",0
"(573, 1361)",0
"(807, 1126)",0
"(869, 1436)",0
"(539, 1260)",0
"(395, 981)",0
"(1153, 1570)",0
"(438, 791)",0
"(533, 1401)",0
"(1170, 1513)",0
"(1283, 1447)",0
"(892, 1585)",0
"(320, 929)",0
"(1179, 1420)",0
"(562, 1049)",0
"(322, 485)",0
"(1036, 1190)",0
"(555, 1072)",0
"(887, 1546)",0
"(308, 632)",0
"(923, 1319)",0
"(965, 1101)",0
"(341, 1307)",0
"(395, 1538)",0
"(534, 1187)",0
"(407, 1518)",0
"(708, 1569)",0
"(1333, 1530)",0
"(327, 1044)",0
"(1132, 1397)",0
"(770, 1035)",0
"(791, 838)",0
"(1176, 1350)",0
"(365, 1314)",0
"(1073, 1417)",0
"(948, 1337)",0
"(365, 1176)",0
"(1001, 1153)",0
"(450, 859)",0
"(391, 1480)",0
"(343, 905)",0
"(767, 1196)",0
"(857, 1203)",0
"(500, 1549)",0
"(525, 1304)",0
"(1037, 1576)",0
"(746, 766)",0
"(825, 1365)",0
"(693, 1571)",0
"(1344, 1542)",0
"(408, 739)",0
"(325, 398)",0
"(806, 855)",0
"(1428, 1501)",0
"(431, 1482)",0
"(701, 968)",0
"(607, 1246)",0
"(531, 920)",0
"(524, 753)",0
"(451, 561)",0
"(446, 931)",0
"(601, 1489)",0
"(535, 1574)",0
"(1100, 1282)",0
"(1312, 1341)",0
"(899, 1006)",0
"(814, 1443)",0
"(551, 792)",0
"(572, 1132)",0
"(317, 483)",0
"(940, 1222)",0
"(343, 1166)",0
"(659, 827)",0
"(366, 779)",0
"(771, 1106)",0
"(343, 450)",0
"(1006, 1269)",0
"(738, 1354)",0
"(369, 701)",0
"(1419, 1519)",0
"(857, 1595)",0
"(609, 1057)",0
"(463, 1522)",0
"(363, 696)",0
"(917, 1575)",0
"(891, 1425)",0
"(968, 1376)",0
"(510, 1073)",0
"(505, 1171)",0
"(960, 1147)",0
"(1261, 1292)",0
"(1208, 1597)",0
"(415, 1159)",0
"(331, 658)",0
"(682, 1215)",0
"(918, 1014)",0
"(602, 1284)",0
"(622, 1473)",0
"(431, 1498)",0
"(836, 1244)",0
"(787, 1111)",0
"(332, 1034)",0
"(1286, 1393)",0
"(380, 1211)",0
"(807, 1342)",0
"(811, 1405)",0
"(856, 1374)",0
"(828, 970)",0
"(767, 1528)",0
"(1429, 1532)",0
"(855, 1325)",0
"(684, 1598)",0
"(790, 1148)",0
"(889, 1414)",0
"(388, 1265)",0
"(1340, 1550)",0
"(977, 1202)",0
"(1480, 1599)",0
"(1046, 1513)",0
"(472, 1554)",0
"(396, 1274)",0
"(717, 1418)",0
"(639, 1418)",0
"(665, 1367)",0
"(775, 1162)",0
"(315, 701)",0
"(508, 702)",0
"(1161, 1353)",0
"(457, 707)",0
"(629, 937)",0
"(725, 847)",0
"(850, 1508)",0
"(908, 1224)",0
"(798, 1315)",0
"(758, 1499)",0
"(443, 1367)",0
"(1102, 1487)",0
"(1188, 1545)",0
"(325, 1595)",0
"(537, 684)",0
"(696, 1328)",0
"(365, 981)",0
"(331, 631)",0
"(1047, 1452)",0
"(309, 1035)",0
"(435, 801)",0
"(630, 1205)",0
"(594, 1025)",0
"(543, 1080)",0
"(923, 1086)",0
"(1184, 1430)",0
"(495, 759)",0
"(1050, 1415)",0
"(709, 771)",0
"(904, 1480)",0
"(1344, 1535)",0
"(856, 1323)",0
"(755, 1499)",0
"(764, 1328)",0
"(690, 1113)",0
"(312, 916)",0
"(1158, 1503)",0
"(1027, 1055)",0
"(701, 1540)",0
"(1050, 1198)",0
"(880, 1431)",0
"(1336, 1558)",0
"(625, 1565)",0
"(571, 889)",0
"(486, 915)",0
"(567, 1572)",0
"(1027, 1556)",0
"(633, 1060)",0
"(321, 1178)",0
"(763, 1365)",0
"(1305, 1356)",0
"(368, 454)",0
"(871, 913)",0
"(1058, 1102)",0
"(747, 1220)",0
"(365, 921)",0
"(1165, 1358)",0
"(721, 1217)",0
"(717, 975)",0
"(363, 1570)",0
"(1162, 1367)",0
"(555, 687)",0
"(841, 1342)",0
"(371, 1180)",0
"(461, 1129)",0
"(788, 1323)",0
"(794, 1286)",0
"(500, 1124)",0
"(1423, 1558)",0
"(1040, 1420)",0
"(476, 1429)",0
"(791, 1265)",0
"(1243, 1281)",0
"(849, 1076)",0
"(711, 1067)",0
"(627, 847)",0
"(1439, 1582)",0
"(950, 1528)",0
"(359, 962)",0
"(673, 1199)",0
"(489, 970)",0
"(376, 1475)",0
"(551, 1295)",0
"(876, 1590)",0
"(653, 1073)",0
"(625, 741)",0
"(771, 1082)",0
"(969, 1271)",0
"(368, 609)",0
"(356, 1457)",0
"(468, 1122)",0
"(1188, 1245)",0
"(1028, 1502)",0
"(860, 1396)",0
"(672, 715)",0
"(415, 491)",0
"(906, 1356)",0
"(403, 975)",0
"(358, 1395)",0
"(498, 1465)",0
"(1030, 1061)",0
"(937, 1272)",0
"(540, 1494)",0
"(512, 1386)",0
"(1366, 1551)",0
"(391, 1091)",0
"(1328, 1474)",0
"(1074, 1161)",0
"(1003, 1173)",0
"(639, 1539)",0
"(364, 1517)",0
"(1266, 1516)",0
"(811, 1231)",0
"(696, 1167)",0
"(793, 1469)",0
"(577, 1048)",0
"(313, 342)",0
"(996, 1522)",0
"(914, 1058)",0
"(472, 711)",0
"(1078, 1494)",0
"(348, 1534)",0
"(1118, 1176)",0
"(1376, 1478)",0
"(419, 552)",0
"(588, 1177)",0
"(465, 830)",0
"(365, 1210)",0
"(791, 826)",0
"(667, 1249)",0
"(1027, 1146)",0
"(424, 462)",0
"(1125, 1198)",0
"(623, 1459)",0
"(491, 1076)",0
"(488, 852)",0
"(593, 1154)",0
"(517, 1190)",0
"(615, 1100)",0
"(608, 1033)",0
"(537, 1412)",0
"(421, 464)",0
"(453, 1076)",0
"(1205, 1399)",0
"(1359, 1397)",0
"(654, 1013)",0
"(1327, 1474)",0
"(1213, 1455)",0
"(387, 1377)",0
"(483, 1165)",0
"(346, 895)",0
"(528, 1418)",0
"(1034, 1188)",0
"(512, 1002)",0
"(1487, 1512)",0
"(809, 879)",0
"(1326, 1492)",0
"(942, 1192)",0
"(955, 1298)",0
"(314, 366)",0
"(450, 1108)",0
"(550, 1521)",0
"(377, 1433)",0
"(685, 915)",0
"(470, 863)",0
"(744, 768)",0
"(462, 1074)",0
"(523, 1332)",0
"(592, 1048)",0
"(888, 1496)",0
"(1410, 1501)",0
"(814, 1304)",0
"(402, 886)",0
"(474, 1009)",0
"(710, 1246)",0
"(440, 662)",0
"(949, 1268)",0
"(1011, 1168)",0
"(814, 1388)",0
"(1081, 1298)",0
"(449, 722)",0
"(1299, 1394)",0
"(465, 730)",0
"(729, 1532)",0
"(1228, 1270)",0
"(771, 1582)",0
"(694, 1454)",0
"(619, 1381)",0
"(1303, 1330)",0
"(736, 1293)",0
"(1031, 1105)",0
"(403, 647)",0
"(741, 1525)",0
"(1150, 1323)",0
"(342, 605)",0
"(1225, 1453)",0
"(568, 1494)",0
"(663, 1333)",0
"(457, 1562)",0
"(1207, 1434)",0
"(435, 487)",0
"(353, 677)",0
"(496, 709)",0
"(1337, 1537)",0
"(818, 1253)",0
"(431, 710)",0
"(1447, 1541)",0
"(886, 1011)",0
"(912, 1200)",0
"(1068, 1201)",0
"(302, 1372)",0
"(722, 790)",0
"(639, 900)",0
"(419, 1388)",0
"(553, 768)",0
"(538, 706)",0
"(969, 1580)",0
"(793, 1256)",0
"(448, 790)",0
"(420, 1337)",0
"(550, 1432)",0
"(473, 937)",0
"(381, 925)",0
"(412, 1285)",0
"(722, 1123)",0
"(373, 375)",0
"(722, 1249)",0
"(602, 1243)",0
"(674, 1122)",0
"(593, 1090)",0
"(522, 1552)",0
"(1454, 1571)",0
"(569, 1398)",0
"(1164, 1334)",0
"(1122, 1496)",0
"(426, 931)",0
"(715, 1047)",0
"(783, 982)",0
"(865, 993)",0
"(335, 683)",0
"(528, 1454)",0
"(925, 1260)",0
"(1178, 1342)",0
"(614, 1088)",0
"(464, 831)",0
"(413, 1239)",0
"(1472, 1529)",0
"(1390, 1435)",0
"(644, 1350)",0
"(1144, 1538)",0
"(451, 1440)",0
"(415, 688)",0
"(858, 1352)",0
"(539, 1383)",0
"(840, 1090)",0
"(763, 1146)",0
"(1240, 1448)",0
"(875, 1200)",0
"(566, 1477)",0
"(903, 1046)",0
"(1315, 1448)",0
"(345, 1254)",0
"(810, 1091)",0
"(335, 777)",0
"(433, 1261)",0
"(1246, 1398)",0
"(770, 1443)",0
"(441, 1296)",0
"(647, 905)",0
"(959, 1054)",0
"(477, 527)",0
"(1023, 1557)",0
"(638, 830)",0
"(1083, 1167)",0
"(359, 1515)",0
"(752, 1439)",0
"(982, 1433)",0
"(1266, 1524)",0
"(393, 1442)",0
"(710, 844)",0
"(851, 1359)",0
"(420, 1230)",0
"(422, 1351)",0
"(676, 1478)",0
"(852, 1213)",0
"(642, 860)",0
"(811, 1355)",0
"(441, 546)",0
"(926, 1364)",0
"(346, 350)",0
"(461, 1449)",0
"(628, 795)",0
"(867, 1200)",0
"(350, 542)",0
"(508, 1000)",0
"(571, 837)",0
"(659, 826)",0
"(1250, 1252)",0
"(468, 1018)",0
"(375, 1187)",0
"(487, 1470)",0
"(642, 979)",0
"(767, 1574)",0
"(665, 781)",0
"(1443, 1447)",0
"(338, 1199)",0
"(1028, 1521)",0
"(466, 712)",0
"(783, 1594)",0
"(872, 1348)",0
"(542, 1253)",0
"(1122, 1579)",0
"(1174, 1379)",0
"(1319, 1477)",0
"(348, 870)",0
"(1022, 1580)",0
"(929, 1398)",0
"(508, 1472)",0
"(463, 1424)",0
"(400, 690)",0
"(1042, 1482)",0
"(333, 600)",0
"(647, 769)",0
"(329, 993)",0
"(1315, 1385)",0
"(383, 1151)",0
"(816, 1044)",0
"(1444, 1475)",0
"(1553, 1560)",0
"(1279, 1471)",0
"(635, 839)",0
"(390, 550)",0
"(553, 1008)",0
"(1178, 1424)",0
"(450, 625)",0
"(699, 927)",0
"(966, 1196)",0
"(1075, 1207)",0
"(408, 688)",0
"(368, 633)",0
"(778, 1458)",0
"(445, 712)",0
"(510, 1048)",0
"(1020, 1521)",0
"(714, 896)",0
"(617, 969)",0
"(417, 1599)",0
"(1056, 1479)",0
"(658, 1514)",0
"(551, 1442)",0
"(356, 1060)",0
"(1081, 1165)",0
"(614, 1353)",0
"(1097, 1183)",0
"(589, 996)",0
"(534, 1178)",0
"(868, 899)",0
"(1352, 1446)",0
"(592, 1015)",0
"(1121, 1465)",0
"(1116, 1198)",0
"(1222, 1448)",0
"(970, 1470)",0
"(902, 1571)",0
"(660, 1380)",0
"(889, 915)",0
"(785, 1210)",0
"(481, 1534)",0
"(578, 1333)",0
"(744, 811)",0
"(523, 535)",0
"(536, 1541)",0
"(554, 1301)",0
"(778, 1329)",0
"(670, 1348)",0
"(320, 1214)",0
"(1107, 1373)",0
"(651, 720)",0
"(1074, 1151)",0
"(389, 446)",0
"(396, 640)",0
"(498, 1077)",0
"(498, 1473)",0
"(405, 482)",0
"(540, 1392)",0
"(398, 512)",0
"(646, 1342)",0
"(623, 955)",0
"(317, 1070)",0
"(1319, 1508)",0
"(768, 952)",0
"(446, 1589)",0
"(649, 893)",0
"(590, 854)",0
"(1109, 1461)",0
"(542, 754)",0
"(1069, 1356)",0
"(408, 1087)",0
"(364, 1128)",0
"(952, 1548)",0
"(1218, 1273)",0
"(668, 1195)",0
"(662, 1060)",0
"(366, 1144)",0
"(520, 1508)",0
"(801, 1108)",0
"(360, 1189)",0
"(939, 1494)",0
"(1060, 1427)",0
"(383, 1284)",0
"(699, 1524)",0
"(511, 1395)",0
"(466, 844)",0
"(661, 820)",0
"(775, 1077)",0
"(592, 761)",0
"(866, 1259)",0
"(367, 948)",0
"(1122, 1375)",0
"(1064, 1452)",0
"(311, 1249)",0
"(471, 1199)",0
"(432, 722)",0
"(802, 1132)",0
"(1164, 1489)",0
"(969, 1010)",0
"(627, 1091)",0
"(1288, 1504)",0
"(1348, 1424)",0
"(1149, 1179)",0
"(349, 1534)",0
"(887, 1114)",0
"(778, 944)",0
"(939, 1428)",0
"(491, 922)",0
"(569, 767)",0
"(1269, 1412)",0
"(1176, 1217)",0
"(1004, 1228)",0
"(417, 1230)",0
"(476, 996)",0
"(685, 1269)",0
"(423, 653)",0
"(1072, 1155)",0
"(639, 1271)",0
"(911, 1450)",0
"(406, 432)",0
"(631, 1053)",0
"(832, 865)",0
"(739, 1346)",0
"(1339, 1344)",0
"(620, 1134)",0
"(562, 1475)",0
"(496, 845)",0
"(1079, 1530)",0
"(305, 1350)",0
"(1477, 1588)",0
"(1315, 1352)",0
"(1402, 1440)",0
"(499, 854)",0
"(600, 1352)",0
"(721, 1401)",0
"(1006, 1096)",0
"(440, 1520)",0
"(988, 1451)",0
"(868, 1308)",0
"(1101, 1276)",0
"(564, 648)",0
"(578, 1091)",0
"(319, 798)",0
"(530, 1367)",0
"(432, 933)",0
"(553, 975)",0
"(1079, 1388)",0
"(1022, 1055)",0
"(834, 1264)",0
"(657, 1298)",0
"(867, 1494)",0
"(603, 812)",0
"(1043, 1405)",0
"(525, 1376)",0
"(638, 1451)",0
"(405, 626)",0
"(730, 1150)",0
"(750, 870)",0
"(337, 952)",0
"(739, 1575)",0
"(541, 748)",0
"(1322, 1350)",0
"(902, 1442)",0
"(864, 1521)",0
"(1211, 1559)",0
"(553, 996)",0
"(535, 1362)",0
"(687, 969)",0
"(1057, 1136)",0
"(611, 1310)",0
"(758, 1362)",0
"(494, 832)",0
"(357, 1357)",0
"(561, 1272)",0
"(1345, 1440)",0
"(678, 1000)",0
"(1389, 1544)",0
"(796, 1164)",0
"(362, 1222)",0
"(1008, 1127)",0
"(1362, 1513)",0
"(764, 1175)",0
"(1069, 1193)",0
"(360, 769)",0
"(584, 652)",0
"(751, 1217)",0
"(1159, 1196)",0
"(494, 1075)",0
"(1014, 1493)",0
"(628, 1199)",0
"(699, 1239)",0
"(825, 1545)",0
"(510, 1175)",0
"(731, 1061)",0
"(564, 1416)",0
"(688, 984)",0
"(1342, 1343)",0
"(325, 771)",0
"(706, 1510)",0
"(565, 577)",0
"(347, 698)",0
"(784, 1020)",0
"(774, 1459)",0
"(900, 911)",0
"(791, 1057)",0
"(1218, 1224)",0
"(614, 728)",0
"(353, 733)",0
"(766, 1515)",0
"(500, 814)",0
"(804, 1122)",0
"(301, 718)",0
"(854, 1112)",0
"(820, 1310)",0
"(635, 1198)",0
"(547, 1209)",0
"(332, 598)",0
"(577, 1467)",0
"(493, 636)",0
"(383, 1124)",0
"(1034, 1066)",0
"(334, 1143)",0
"(522, 693)",0
"(499, 1273)",0
"(910, 1112)",0
"(703, 1175)",0
"(374, 1204)",0
"(468, 1296)",0
"(377, 627)",0
"(797, 1355)",0
"(1121, 1312)",0
"(953, 1196)",0
"(344, 1584)",0
"(1478, 1497)",0
"(622, 902)",0
"(1077, 1266)",0
"(984, 1135)",0
"(1152, 1434)",0
"(1253, 1436)",0
"(898, 1308)",0
"(768, 1188)",0
"(446, 781)",0
"(1123, 1237)",0
"(593, 1533)",0
"(558, 1402)",0
"(657, 1469)",0
"(490, 1045)",0
"(618, 1281)",0
"(862, 1139)",0
"(399, 584)",0
"(1014, 1218)",0
"(462, 1443)",0
"(565, 866)",0
"(703, 1137)",0
"(463, 1193)",0
"(1157, 1314)",0
"(609, 944)",0
"(695, 1234)",0
"(388, 556)",0
"(1400, 1535)",0
"(427, 1161)",0
"(353, 433)",0
"(753, 939)",0
"(872, 1448)",0
"(743, 1396)",0
"(859, 1297)",0
"(1091, 1237)",0
"(317, 1477)",0
"(558, 648)",0
"(472, 1244)",0
"(490, 769)",0
"(866, 1121)",0
"(590, 691)",0
"(390, 837)",0
"(919, 1492)",0
"(438, 529)",0
"(651, 880)",0
"(786, 1373)",0
"(1063, 1118)",0
"(719, 1218)",0
"(1399, 1440)",0
"(629, 774)",0
"(480, 1024)",0
"(507, 596)",0
"(693, 1452)",0
"(513, 1449)",0
"(430, 546)",0
"(406, 577)",0
"(714, 1587)",0
"(415, 628)",0
"(1077, 1335)",0
"(314, 695)",0
"(386, 1178)",0
"(949, 982)",0
"(470, 767)",0
"(793, 1062)",0
"(926, 1203)",0
"(742, 1014)",0
"(809, 1005)",0
"(307, 1426)",0
"(419, 881)",0
"(481, 1100)",0
"(371, 1135)",0
"(469, 1426)",0
"(572, 697)",0
"(334, 1146)",0
"(523, 1219)",0
"(1015, 1303)",0
"(535, 582)",0
"(458, 562)",0
"(816, 907)",0
"(748, 966)",0
"(387, 922)",0
"(885, 1080)",0
"(484, 890)",0
"(1357, 1469)",0
"(617, 1381)",0
"(667, 1114)",0
"(937, 1558)",0
"(1380, 1385)",0
"(621, 774)",0
